시군명,시설구분명,공사립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
고양시,어린이집,가정,꿈빛어린이집,031-932-7724,경기도 고양시 일산동구 풍동 174번지 은행마을1단지 109동 104호,"경기도 고양시 일산동구 은행마을로 16 109동 104호(풍동, 은행마을1단지)",10304,37.6644347,126.8044289
고양시,어린이집,민간,꿈사랑 어린이집,031-975-4399,경기도 고양시 일산동구 중산동 1554-2번지 중산마을3단지아파트,경기도 고양시 일산동구 중산로 260,10331,37.6944873,126.7821032
고양시,어린이집,가정,꿈의요정어린이집,031-818-8080,경기도 고양시 덕양구 고양동 1121번지 풍림아파트 1001동 103호,"경기도 고양시 덕양구 푸른마을로120번길 34 1001동 103호(고양동, 풍림아파트)",10271,37.7153287,126.9030431
고양시,어린이집,민간,꿈의정원어린이집,031-978-8181,경기도 고양시 덕양구 토당동 860번지 능곡대림아파트,"경기도 고양시 덕양구 토당로32번길 11 (토당동 , 능곡대림아파트)",10510,37.6196667,126.8219574
고양시,어린이집,가정,꿈이크는어린이집,031-969-5242,경기도 고양시 덕양구 고양동 735번지 푸른마을1단지아파트 101동 102호,"경기도 고양시 덕양구 푸른마을로 14 101동102호(고양동, 푸른마을1단지아파트)",10270,37.7089144,126.9036641
고양시,어린이집,가정,꿈있는어린이집,031-813-5033,경기도 고양시 일산서구 가좌동 1090번지 가좌마을양우1단지아파트 104동 1층,"경기도 고양시 일산서구 가좌4로 13 104동 1층(가좌동, 가좌마을양우1단지아파트)",10209,37.6846162,126.7166514
고양시,어린이집,가정,꿈자람어린이집,031-969-3335,경기도 고양시 일산동구 식사동 910번지 은행마을동문2단지아파트 205동 101호,"경기도 고양시 일산동구 은행마을로 62 205동 101호(식사동, 은행마을동문2단지아파트)",10304,37.6678986,126.8069132
고양시,어린이집,가정,꿈하은어린이집,031-962-0038,경기도 고양시 덕양구 성사동 724번지 신원당3단지아파트 302동 104호,"경기도 고양시 덕양구 고양대로1384번길 53 302동 104호(성사동, 신원당3단지아파트)",10469,37.6518729,126.8379931
고양시,어린이집,민간,한별어린이집,031-975-1557,경기도 고양시 일산동구 중산동 1717번지 하늘마을6단지 내,"경기도 고양시 일산동구 하늘마을로 76 (중산동,하늘마을6단지 내)",10335,37.6826455,126.7853012
고양시,어린이집,가정,한솔아이어린이집,031-819-8595,경기도 고양시 일산서구 일산동 1040번지 후곡마을 105동 104호,경기도 고양시 일산서구 킨텍스로 456 105동 104호(일산동 후곡마을),10372,37.6835947,126.7636682
고양시,어린이집,민간,한우리어린이집,031-970-5962,경기도 고양시 덕양구 토당동 99-29번지,경기도 고양시 덕양구 지도로 111 (토당동),10507,37.6270206,126.8232310
고양시,어린이집,가정,해가람어린이집,031-816-7702,경기도 고양시 일산서구 주엽동 101번지 강선마을 1407동 104호,"경기도 고양시 일산서구 강선로 33 1407동 104호(주엽동,강선마을)",10385,37.6677766,126.7606474
고양시,어린이집,민간,해나라어린이집,031-967-6543,경기도 고양시 덕양구 주교동 583-11번지,경기도 고양시 덕양구 마상로108번길 27 (주교동),10459,37.6597694,126.8344850
고양시,어린이집,민간,해누리어린이집,031-964-8585,경기도 고양시 덕양구 고양동 1121번지 푸른마을10단지,경기도 고양시 덕양구 푸른마을로120번길 34 푸른마을 10단지내 (고양동),10271,37.7168155,126.9033133
고양시,어린이집,가정,해님이놀러온어린이집,031-903-5383,경기도 고양시 일산동구 식사동 1487번지 위시티일산자이1단지아파트 107동 104호,"경기도 고양시 일산동구 위시티4로 80 107동 104호(식사동, 위시티일산자이1단지아파트)",10321,37.6835212,126.8123477
고양시,어린이집,가정,해단비베이비어린이집,031-918-2619,경기도 고양시 일산서구 대화동 2007-1번지,경기도 고양시 일산서구 성저로 102-12,10369,37.6845473,126.7580988
고양시,어린이집,가정,테디어린이집,031-912-9012,경기도 고양시 일산서구 탄현동 1485번지 탄현마을경남1단지아파트 103동 105호,"경기도 고양시 일산서구 일현로 68 103동 105호(탄현동, 탄현마을경남1단지아파트)",10243,37.6929336,126.7660985
고양시,어린이집,가정,토리어린이집,031-816-1212,경기도 고양시 일산서구 주엽동 133번지 문촌마을세경14단지아파트 1404동 101호,"경기도 고양시 일산서구 킨텍스로 300 1404동 101호(주엽동, 문촌마을세경14단지아파트)",10384,37.6711783,126.7544136
고양시,어린이집,가정,토마토키즈어린이집,070-8713-7281,경기도 고양시 덕양구 성사동 860번지 래미안휴레스트아파트 207동 104호,"경기도 고양시 덕양구 호국로 860 207동 104호(성사동, 래미안휴레스트아파트)",10467,37.6584677,126.8444042
고양시,어린이집,가정,토토빌어린이집,031-819-6380,경기도 고양시 덕양구 도내동 983번지 엘에이치원흥도래울마을2단지 212동 101호,"경기도 고양시 덕양구 도래울로 85 212동101호(도내동,엘에이치원흥도래울마을2단지)",10551,37.6338027,126.8690406
고양시,어린이집,직장,국립암센터어린이집,031-920-1935,경기도 고양시 일산동구 마두동 809번지,경기도 고양시 일산동구 일산로 323 (마두동),10408,37.6634877,126.7834871
고양시,어린이집,민간,국제어린이집,031-919-3007,경기도 고양시 일산서구 주엽동 46번지 주엽동 강선마을 4단지 내,경기도 고양시 일산서구 대산로 55 주엽동 강선마을 4단지 내,10361,37.6707142,126.7698189
고양시,어린이집,직장,권율어린이집,02-389-6088,경기도 고양시 덕양구 동산동 251-131번지 ROKA미르시티아파트 내 보육시설,"경기도 고양시 덕양구 서오릉로500번길 141-7 (동산동,ROKA미르시티아파트 내 보육시설)",10596,37.6370208,126.8877059
고양시,어린이집,민간,그리새영재어린이집,031-970-7431,경기도 고양시 덕양구 행신동 781번지 소만마을8단지아파트 단지내,경기도 고양시 덕양구 소만로 47 소만마을8단지아파트 단지내(행신동),10529,37.6171353,126.8408221
고양시,어린이집,가정,두산예보미어린이집,031-977-8856,경기도 고양시 일산동구 중산동 1555번지 중산마을1단지 내,"경기도 고양시 일산동구 고봉로 424 (중산동, 중산마을1단지 내)",10336,37.6972607,126.7812899
고양시,어린이집,가정,두산파랑새어린이집,031-901-7970,경기도 고양시 일산동구 백석동 1140번지 백송마을두산9단지아파트 904동 102호,"경기도 고양시 일산동구 강촌로 166 904동 102호(백석동, 백송마을두산9단지아파트)",10418,37.6525834,126.7919387
고양시,어린이집,가정,둥이어린이집,031-811-0273,경기도 고양시 덕양구 화정동 952번지 별빛마을부영8단지아파트 804동 101호,"경기도 고양시 덕양구 화신로 284 804동 101호(화정동, 별빛마을부영8단지아파트)",10501,37.6323077,126.8281576
고양시,어린이집,가정,들꽃어린이집,031-814-3332,경기도 고양시 일산동구 장항동 881번지 호수마을현대2단지아파트 212동 102호,"경기도 고양시 일산동구 노루목로 100 212동 102호(장항동, 호수마을현대2단지아파트)",10423,37.6484028,126.7772993
고양시,어린이집,민간,딩동댕친구어린이집,031-977-3555,경기도 고양시 일산서구 일산동 579-15번지,경기도 고양시 일산서구 일중로79번길 7 (일산동),10341,37.6862923,126.7746224
고양시,어린이집,가정,딸기어린이집,031-812-1181,경기도 고양시 일산동구 중산동 1800번지 하늘마을주공휴먼시아5단지아파트 509동 102호,"경기도 고양시 일산동구 하늘마을1로 23 509동 102호(중산동, 하늘마을주공휴먼시아5단지아파트)",10311,37.6782181,126.7882047
고양시,어린이집,가정,라온도만스쿨어린이집,031-812-9989,경기도 고양시 일산서구 일산동 2120번지 일신삼익아파트 101동 104호,경기도 고양시 일산서구 원일로21번길 43 일신삼익아파트 101동 104호,10348,37.6885963,126.7642757
고양시,어린이집,민간,로뎀어린이집,031-964-1056,경기도 고양시 일산동구 사리현동 188-22번지,경기도 고양시 일산동구 공릉천로 92-4,10261,37.7009066,126.8469786
고양시,어린이집,가정,리베도만스쿨어린이집,031-921-3933,경기도 고양시 일산서구 탄현동 1473번지 탄현마을9단지아파트 903동 103호,경기도 고양시 일산서구 탄현로 80 903-103,10249,37.6989758,126.7690048
고양시,어린이집,가정,리베어린이집,031-938-2486,경기도 고양시 덕양구 화정동 870번지 은빛5단지 512동 102호,"경기도 고양시 덕양구 화중로 164 512동 102호(화정동, 은빛5단지)",10474,37.6436379,126.8379320
고양시,어린이집,가정,리틀명성어린이집,031-923-3455,경기도 고양시 일산서구 가좌동 1086번지 가좌마을청원벽산블루밍6단지아파트 612동 102호,"경기도 고양시 일산서구 가좌2로 20 612동 102호(가좌동, 가좌마을청원벽산블루밍6단지아파트)",10211,37.6897300,126.7226633
고양시,어린이집,가정,리틀키즈월드어린이집,031-979-7927,경기도 고양시 덕양구 행신동 905번지 햇빛마을대우21단지아파트 2104동 102호,"경기도 고양시 덕양구 화신로 168 2104동 102호(행신동, 햇빛마을대우21단지아파트)",10484,37.6276510,126.8417509
고양시,어린이집,가정,리틀평화어린이집,031-902-2552,경기도 고양시 일산동구 백석동 1190번지 백송마을삼호풍림5단지아파트 506동 105호,"경기도 고양시 일산동구 강촌로 114 506동 105호(백석동, 백송마을삼호풍림5단지아파트)",10419,37.6511144,126.7867417
고양시,어린이집,가정,마루어린이집,031-946-8434,경기도 고양시 일산서구 덕이동 1535번지 하이파크시티일산파밀리에4단지 416동 101호,경기도 고양시 일산서구 하이파크3로 61 416동 101호,10235,37.6989192,126.7502730
고양시,어린이집,가정,해단비어린이집,031-918-2719,경기도 고양시 일산서구 대화동 2025-5번지,경기도 고양시 일산서구 일산로636번길 23-11,10369,37.6829085,126.7585463
고양시,어린이집,민간,해달별어린이집,031-978-6669,경기도 고양시 덕양구 강매동 113번지,경기도 고양시 덕양구 강매로 229 (강매동),10441,37.6077509,126.8435379
고양시,어린이집,가정,해담어린이집,031-970-7165,경기도 고양시 덕양구 행신동 799번지 소만마을3단지 302동 102호,"경기도 고양시 덕양구 충경로 138 302-102(행신동,소만마을3단지)",10531,37.6157629,126.8453103
고양시,어린이집,가정,해마루어린이집,031-812-6396,경기도 고양시 덕양구 행신동 905번지 햇빛마을대우21단지아파트 2112동 102호,"경기도 고양시 덕양구 화신로 170 2112동 102호(행신동, 햇빛마을대우21단지아파트)",10484,37.6272013,126.8423522
고양시,어린이집,가정,해밀어린이집,031-979-0176,경기도 고양시 덕양구 화정동 1135번지 옥빛마을주공17단지아파트 1707동 104호,"경기도 고양시 덕양구 백양로 8 1707동 104호(화정동, 옥빛마을주공17단지아파트)",10504,37.6254243,126.8343926
고양시,어린이집,가정,해사랑어린이집,031-918-2040,경기도 고양시 일산서구 일산동 1077번지 후곡마을건영15단지아파트 1507동 104호,"경기도 고양시 일산서구 강선로 167 1507동 104호(일산동, 후곡마을건영15단지아파트)",10374,37.6792701,126.7681824
고양시,어린이집,가정,해아해아어린이집,031-975-4268,경기도 고양시 일산동구 중산동 1700번지 하늘마을2단지 208동 103호,"경기도 고양시 일산동구 하늘마을로 94 208동 103호(중산동, 하늘마을2단지)",10310,37.6799482,126.7834159
고양시,어린이집,민간,해피베이비궁어린이집,031-979-2244,경기도 고양시 덕양구 행신동 633-49번지 행신체육관 1층 2호,경기도 고양시 덕양구 충장로103번길 46 1층2호(행신동),10513,37.6221662,126.8305374
고양시,어린이집,가정,해피토들러어린이집,031-971-6961,경기도 고양시 덕양구 토당동 873번지 장미8차아파트 801동 103호,"경기도 고양시 덕양구 행당로11번길 25-6 801동 103호(토당동, 장미8차아파트)",10515,37.6213761,126.8263029
고양시,어린이집,가정,햇님어린이집,031-967-9930,경기도 고양시 덕양구 화정동 858번지 달빛마을1단지아파트 111동 104호,"경기도 고양시 덕양구 화중로 219 111동 104호(화정동, 달빛마을1단지아파트)",10472,37.6466837,126.8319425
고양시,어린이집,가정,햇빛아이사랑어린이집,031-970-0007,경기도 고양시 덕양구 행신동 903번지 햇빛마을19단지 1907동 101호,"경기도 고양시 덕양구 성신로 99 1907동 101호(행신동, 햇빛마을19단지)",10483,37.6282523,126.8400390
